rpm,V_mph,J,Pe,Ct,Cp,Pwr_Hp,Torque_inlb,Thrust_lbf,Pwr_W,Torque_Nm,Thrust_N,Thr_Pwr_gW,Mach,Reyn,FOM
20000.0,203.82,1.5374,0.8346,0.1371,0.2525,2.733,8.611,4.196,2037.66,0.973,18.664,0.934,0.62,157431.0,0.1604
20000.0,214.55,1.6183,0.8471,0.126,0.2406,2.603,8.205,3.855,1941.412,0.927,17.147,0.901,0.62,159960.0,0.1482
20000.0,225.28,1.6992,0.858,0.1138,0.2254,2.439,7.685,3.483,1818.48,0.868,15.493,0.869,0.63,162572.0,0.1359
20000.0,236.0,1.7802,0.8665,0.1009,0.2073,2.242,7.067,3.088,1672.187,0.798,13.733,0.837,0.64,165262.0,0.1234
20000.0,246.73,1.8611,0.8716,0.0874,0.1865,2.018,6.36,2.674,1504.943,0.719,11.892,0.806,0.65,168024.0,0.1104
20000.0,257.46,1.942,0.8716,0.0734,0.1634,1.768,5.573,2.245,1318.692,0.63,9.986,0.772,0.65,170854.0,0.097
20000.0,268.19,2.0229,0.8634,0.059,0.1382,1.495,4.713,1.805,1115.117,0.532,8.031,0.734,0.66,173749.0,0.0827
20000.0,278.91,2.1038,0.8406,0.0444,0.111,1.201,3.786,1.358,895.852,0.428,6.04,0.687,0.67,176705.0,0.0671
20000.0,289.64,2.1847,0.7868,0.0296,0.0821,0.889,2.801,0.905,662.704,0.316,4.027,0.62,0.68,179720.0,0.0494
20000.0,300.37,2.2656,0.6449,0.0147,0.0518,0.56,1.766,0.451,417.93,0.2,2.007,0.49,0.68,182789.0,0.0276
20000.0,311.1,2.3466,-0.0025,0.0,0.0204,0.221,0.696,-0.001,164.602,0.079,-0.003,-0.002,0.69,185911.0,0.0
21000.0,0.0,0.0,0.0,0.1499,0.1716,2.15,6.452,5.057,1603.064,0.729,22.493,1.431,0.58,137523.0,0.2697
21000.0,11.26,0.0809,0.0709,0.1493,0.1704,2.134,6.405,5.037,1591.422,0.724,22.402,1.435,0.58,137873.0,0.27
21000.0,22.52,0.1618,0.142,0.149,0.1697,2.126,6.381,5.028,1585.432,0.721,22.364,1.438,0.58,138321.0,0.2704
21000.0,33.78,0.2427,0.213,0.1492,0.1699,2.128,6.388,5.033,1587.018,0.722,22.387,1.438,0.58,138879.0,0.2705
21000.0,45.04,0.3235,0.2831,0.1497,0.1711,2.143,6.431,5.052,1597.899,0.727,22.472,1.434,0.59,139557.0,0.2702
21000.0,56.3,0.4044,0.3515,0.1507,0.1734,2.172,6.518,5.085,1619.473,0.736,22.618,1.424,0.59,140363.0,0.2692
21000.0,67.56,0.4853,0.417,0.1521,0.177,2.216,6.652,5.131,1652.764,0.752,22.822,1.408,0.59,141300.0,0.2673
21000.0,78.82,0.5662,0.4787,0.1537,0.1818,2.278,6.836,5.187,1698.419,0.772,23.074,1.385,0.59,142372.0,0.2645
21000.0,90.07,0.6471,0.5355,0.1557,0.1881,2.356,7.071,5.253,1756.713,0.799,23.363,1.356,0.6,143580.0,0.2605
21000.0,101.33,0.728,0.5869,0.1578,0.1957,2.451,7.356,5.323,1827.539,0.831,23.678,1.321,0.6,144922.0,0.2555
21000.0,112.59,0.8088,0.6324,0.1599,0.2045,2.562,7.689,5.396,1910.321,0.869,24.001,1.281,0.6,146397.0,0.2495
21000.0,123.85,0.8897,0.6718,0.162,0.2145,2.687,8.065,5.466,2003.829,0.911,24.313,1.237,0.61,148003.0,0.2425
21000.0,135.11,0.9706,0.7052,0.1638,0.2255,2.824,8.476,5.528,2105.799,0.958,24.587,1.191,0.61,149738.0,0.2346
21000.0,146.37,1.0515,0.7331,0.1651,0.2368,2.967,8.904,5.572,2212.143,1.006,24.783,1.142,0.61,151599.0,0.226
21000.0,157.63,1.1324,0.756,0.1655,0.2479,3.105,9.32,5.585,2315.677,1.053,24.842,1.094,0.62,153583.0,0.2167
21000.0,168.89,1.2133,0.7749,0.1645,0.2575,3.225,9.679,5.549,2404.905,1.094,24.683,1.047,0.63,155688.0,0.2067
21000.0,180.15,1.2941,0.7913,0.1613,0.2639,3.305,9.92,5.444,2464.782,1.121,24.217,1.002,0.63,157915.0,0.196
21000.0,191.41,1.375,0.8063,0.1558,0.2658,3.329,9.991,5.258,2482.227,1.129,23.389,0.961,0.64,160260.0,0.1847
21000.0,202.67,1.4559,0.8207,0.148,0.2626,3.289,9.872,4.995,2452.668,1.115,22.216,0.924,0.64,162717.0,0.173
21000.0,213.93,1.5368,0.8344,0.1383,0.2548,3.191,9.577,4.668,2379.575,1.082,20.761,0.89,0.65,165277.0,0.1611
21000.0,225.19,1.6177,0.8471,0.1272,0.243,3.043,9.133,4.293,2269.196,1.032,19.094,0.858,0.66,167931.0,0.149
21000.0,236.45,1.6986,0.8582,0.1151,0.2277,2.852,8.561,3.882,2127.037,0.967,17.269,0.828,0.66,170673.0,0.1367
21000.0,247.71,1.7794,0.867,0.1021,0.2095,2.624,7.877,3.445,1957.076,0.89,15.323,0.798,0.67,173496.0,0.1242
21000.0,258.97,1.8603,0.8726,0.0885,0.1887,2.363,7.093,2.986,1762.167,0.801,13.282,0.769,0.68,176395.0,0.1113
21000.0,270.22,1.9412,0.8732,0.0744,0.1654,2.071,6.217,2.51,1544.582,0.702,11.165,0.737,0.69,179366.0,0.0979
21000.0,281.48,2.0221,0.866,0.0599,0.1399,1.752,5.258,2.021,1306.288,0.594,8.99,0.702,0.69,182404.0,0.0836
21000.0,292.74,2.103,0.8446,0.0451,0.1123,1.407,4.223,1.522,1049.186,0.477,6.771,0.658,0.7,185507.0,0.0681
21000.0,304.0,2.1839,0.7926,0.0301,0.083,1.04,3.122,1.017,775.561,0.353,4.523,0.595,0.71,188671.0,0.0503
21000.0,315.26,2.2647,0.6522,0.0151,0.0523,0.655,1.966,0.508,488.568,0.222,2.261,0.472,0.72,191892.0,0.0282
21000.0,326.52,2.3456,-0.0011,0.0,0.0206,0.258,0.775,0.0,192.669,0.088,-0.001,-0.001,0.73,195168.0,0.0
22000.0,0.0,0.0,0.0,0.1499,0.1723,2.481,7.108,5.552,1850.222,0.803,24.696,1.361,0.61,144070.0,0.2688
22000.0,11.79,0.0808,0.0706,0.1493,0.171,2.463,7.056,5.53,1836.593,0.797,24.595,1.366,0.61,144437.0,0.2692
22000.0,23.57,0.1616,0.1414,0.1491,0.1704,2.453,7.029,5.52,1829.438,0.794,24.553,1.369,0.61,144905.0,0.2695
22000.0,35.36,0.2424,0.2122,0.1492,0.1705,2.455,7.034,5.525,1830.971,0.795,24.577,1.369,0.61,145489.0,0.2697
22000.0,47.14,0.3233,0.2821,0.1498,0.1716,2.472,7.081,5.546,1843.168,0.8,24.67,1.365,0.61,146198.0,0.2694
22000.0,58.93,0.4041,0.3502,0.1507,0.1739,2.505,7.175,5.582,1867.642,0.811,24.831,1.356,0.62,147041.0,0.2685
22000.0,70.71,0.4849,0.4156,0.1521,0.1774,2.555,7.321,5.633,1905.575,0.827,25.054,1.341,0.62,148022.0,0.2667
22000.0,82.5,0.5657,0.4772,0.1538,0.1823,2.625,7.521,5.695,1957.722,0.85,25.331,1.319,0.62,149143.0,0.2639
22000.0,94.28,0.6465,0.5341,0.1557,0.1885,2.715,7.778,5.767,2024.42,0.879,25.651,1.292,0.62,150406.0,0.2601
22000.0,106.07,0.7273,0.5855,0.1578,0.1961,2.824,8.089,5.845,2105.577,0.914,25.998,1.259,0.63,151810.0,0.2552
22000.0,117.86,0.8082,0.631,0.16,0.2049,2.951,8.455,5.926,2200.589,0.955,26.357,1.221,0.63,153352.0,0.2492
22000.0,129.64,0.889,0.6706,0.1621,0.2149,3.095,8.868,6.004,2308.125,1.002,26.707,1.18,0.63,155032.0,0.2423
22000.0,141.43,0.9698,0.7042,0.164,0.2259,3.253,9.319,6.074,2425.713,1.053,27.017,1.136,0.64,156846.0,0.2346
22000.0,153.21,1.0506,0.7322,0.1654,0.2373,3.418,9.793,6.126,2548.862,1.106,27.248,1.09,0.64,158792.0,0.2262
22000.0,165.0,1.1314,0.7553,0.1659,0.2486,3.58,10.257,6.146,2669.624,1.159,27.335,1.044,0.65,160867.0,0.217
22000.0,176.78,1.2122,0.7743,0.1651,0.2584,3.722,10.662,6.113,2775.162,1.205,27.191,0.999,0.65,163069.0,0.2071
22000.0,188.57,1.293,0.7907,0.1622,0.2652,3.82,10.943,6.007,2848.3,1.236,26.718,0.957,0.66,165397.0,0.1965
22000.0,200.35,1.3739,0.8058,0.1569,0.2676,3.853,11.039,5.811,2873.333,1.247,25.849,0.917,0.67,167849.0,0.1854
22000.0,212.14,1.4547,0.8201,0.1493,0.2648,3.814,10.926,5.529,2843.809,1.234,24.593,0.882,0.67,170418.0,0.1738
22000.0,223.93,1.5355,0.8339,0.1397,0.2573,3.705,10.615,5.175,2762.95,1.199,23.017,0.849,0.68,173096.0,0.162
22000.0,235.71,1.6163,0.8467,0.1287,0.2456,3.537,10.134,4.765,2637.851,1.145,21.197,0.819,0.69,175874.0,0.1499
22000.0,247.5,1.6971,0.8581,0.1165,0.2305,3.319,9.509,4.315,2475.049,1.074,19.195,0.791,0.69,178743.0,0.1377
22000.0,259.28,1.7779,0.8673,0.1035,0.2122,3.057,8.757,3.834,2279.31,0.989,17.054,0.763,0.7,181697.0,0.1252
22000.0,271.07,1.8587,0.8733,0.0899,0.1913,2.754,7.891,3.328,2053.994,0.892,14.803,0.735,0.71,184732.0,0.1124
22000.0,282.85,1.9396,0.8747,0.0757,0.1678,2.416,6.922,2.802,1801.743,0.782,12.464,0.705,0.72,187841.0,0.099
22000.0,294.64,2.0204,0.8685,0.061,0.142,2.045,5.858,2.261,1524.858,0.662,10.055,0.672,0.73,191021.0,0.0847
22000.0,306.42,2.1012,0.8484,0.0461,0.1141,1.644,4.709,1.707,1225.749,0.532,7.591,0.632,0.73,194268.0,0.0692
22000.0,318.21,2.182,0.7974,0.0309,0.0845,1.217,3.487,1.144,907.601,0.394,5.088,0.572,0.74,197578.0,0.0512
22000.0,330.0,2.2628,0.6555,0.0155,0.0535,0.771,2.209,0.574,575.033,0.25,2.555,0.453,0.75,200949.0,0.0288
22000.0,341.78,2.3436,0.0013,0.0,0.0218,0.315,0.901,0.0,234.555,0.102,0.002,0.001,0.76,204377.0,0.0
23000.0,0.0,0.0,0.0,0.15,0.1731,2.849,7.807,6.07,2124.298,0.882,27.001,1.296,0.64,150617.0,0.2677
23000.0,12.3,0.0807,0.0701,0.1494,0.1718,2.827,7.748,6.046,2108.451,0.875,26.891,1.301,0.64,151000.0,0.268
23000.0,24.61,0.1614,0.1406,0.1491,0.1711,2.816,7.717,6.035,2099.97,0.872,26.844,1.303,0.64,151488.0,0.2684
23000.0,36.91,0.2421,0.211,0.1492,0.1712,2.818,7.722,6.041,2101.378,0.872,26.868,1.304,0.64,152097.0,0.2686
23000.0,49.21,0.3228,0.2805,0.1498,0.1724,2.836,7.772,6.063,2114.937,0.878,26.969,1.3,0.64,152837.0,0.2684
23000.0,61.52,0.4035,0.3484,0.1508,0.1746,2.873,7.873,6.103,2142.49,0.89,27.144,1.292,0.64,153716.0,0.2675
23000.0,73.82,0.4842,0.4136,0.1521,0.1781,2.931,8.031,6.157,2185.396,0.907,27.388,1.278,0.65,154738.0,0.2658
23000.0,86.12,0.5649,0.475,0.1538,0.1829,3.01,8.248,6.225,2244.529,0.932,27.69,1.258,0.65,155907.0,0.2631
23000.0,98.42,0.6456,0.5317,0.1557,0.1891,3.112,8.527,6.304,2320.297,0.963,28.04,1.232,0.65,157224.0,0.2594
23000.0,110.73,0.7263,0.5831,0.1579,0.1966,3.235,8.866,6.39,2412.631,1.002,28.422,1.201,0.66,158687.0,0.2545
23000.0,123.03,0.807,0.6288,0.1601,0.2054,3.381,9.264,6.479,2520.906,1.047,28.819,1.166,0.66,160296.0,0.2487
23000.0,135.33,0.8877,0.6684,0.1622,0.2154,3.545,9.715,6.566,2643.708,1.098,29.208,1.127,0.66,162047.0,0.242
23000.0,147.64,0.9684,0.7022,0.1642,0.2264,3.726,10.21,6.645,2778.369,1.154,29.559,1.085,0.67,163938.0,0.2344
23000.0,159.94,1.049,0.7304,0.1657,0.238,3.916,10.731,6.706,2920.012,1.212,29.828,1.042,0.67,165966.0,0.2261
23000.0,172.24,1.1297,0.7537,0.1664,0.2494,4.103,11.245,6.733,3059.952,1.27,29.951,0.998,0.68,168128.0,0.2171
23000.0,184.55,1.2104,0.773,0.1657,0.2595,4.27,11.701,6.707,3184.04,1.322,29.832,0.955,0.68,170423.0,0.2074
23000.0,196.85,1.2911,0.7895,0.1631,0.2667,4.389,12.028,6.602,3272.889,1.359,29.364,0.915,0.69,172850.0,0.197
23000.0,209.15,1.3718,0.8046,0.1581,0.2696,4.436,12.156,6.4,3307.843,1.373,28.467,0.878,0.7,175405.0,0.1861
23000.0,221.46,1.4525,0.8191,0.1507,0.2673,4.399,12.054,6.102,3280.065,1.362,27.14,0.844,0.7,178084.0,0.1747
23000.0,233.76,1.5332,0.833,0.1413,0.2601,4.281,11.731,5.721,3192.227,1.325,25.447,0.813,0.71,180877.0,0.163
23000.0,246.06,1.6139,0.846,0.1304,0.2487,4.093,11.217,5.278,3052.257,1.267,23.476,0.784,0.72,183774.0,0.151
23000.0,258.37,1.6946,0.8576,0.1183,0.2337,3.846,10.539,4.787,2867.761,1.191,21.294,0.757,0.73,186768.0,0.1389
23000.0,270.67,1.7753,0.8672,0.1053,0.2155,3.546,9.718,4.261,2644.383,1.098,18.952,0.731,0.73,189850.0,0.1265
23000.0,282.97,1.856,0.8738,0.0915,0.1944,3.2,8.769,3.706,2386.073,0.991,16.483,0.704,0.74,193016.0,0.1137
23000.0,295.27,1.9367,0.876,0.0773,0.1708,2.811,7.702,3.127,2095.902,0.87,13.91,0.677,0.75,196260.0,0.1003
23000.0,307.58,2.0174,0.8708,0.0625,0.1448,2.383,6.529,2.53,1776.772,0.738,11.252,0.646,0.76,199578.0,0.0861
23000.0,319.88,2.0981,0.8514,0.0474,0.1167,1.92,5.262,1.917,1432.004,0.595,8.526,0.607,0.77,202966.0,0.0705
23000.0,332.18,2.1788,0.7995,0.0319,0.0869,1.43,3.918,1.291,1066.234,0.443,5.74,0.549,0.78,206420.0,0.0523
23000.0,344.49,2.2595,0.6509,0.0161,0.0559,0.92,2.522,0.652,686.272,0.285,2.901,0.431,0.79,209936.0,0.0292
23000.0,356.79,2.3402,0.0034,0.0,0.0246,0.404,1.108,0.001,301.396,0.125,0.006,0.002,0.8,213512.0,0.0
24000.0,0.0,0.0,0.0,0.15,0.1742,3.257,8.553,6.612,2428.587,0.966,29.408,1.235,0.67,157163.0,0.2661
24000.0,12.82,0.0806,0.0696,0.1494,0.1729,3.232,8.488,6.584,2410.276,0.959,29.287,1.239,0.67,157562.0,0.2665
24000.0,25.63,0.1611,0.1396,0.1491,0.1722,3.219,8.453,6.572,2400.307,0.955,29.234,1.242,0.67,158071.0,0.2669
24000.0,38.45,0.2417,0.2094,0.1493,0.1723,3.221,8.458,6.578,2401.545,0.956,29.26,1.242,0.67,158705.0,0.2671
24000.0,51.27,0.3223,0.2785,0.1498,0.1733,3.241,8.511,6.602,2416.559,0.962,29.368,1.239,0.67,159475.0,0.2669
24000.0,64.09,0.4028,0.346,0.1508,0.1755,3.282,8.619,6.645,2447.449,0.974,29.557,1.231,0.67,160389.0,0.2661
24000.0,76.9,0.4834,0.4108,0.1521,0.179,3.347,8.79,6.704,2495.768,0.993,29.821,1.218,0.67,161453.0,0.2644
24000.0,89.72,0.564,0.4719,0.1538,0.1838,3.436,9.025,6.778,2562.524,1.02,30.15,1.2,0.68,162669.0,0.2618
24000.0,102.54,0.6445,0.5285,0.1557,0.1899,3.551,9.326,6.864,2648.203,1.054,30.531,1.176,0.68,164039.0,0.2582
24000.0,115.36,0.7251,0.5798,0.1579,0.1974,3.692,9.695,6.958,2752.771,1.095,30.948,1.146,0.68,165561.0,0.2535
24000.0,128.17,0.8057,0.6253,0.1601,0.2063,3.856,10.127,7.056,2875.589,1.144,31.383,1.113,0.69,167234.0,0.2478
24000.0,140.99,0.8862,0.665,0.1623,0.2163,4.043,10.619,7.152,3015.171,1.2,31.813,1.076,0.69,169056.0,0.2412
24000.0,153.81,0.9668,0.6989,0.1643,0.2273,4.249,11.159,7.241,3168.66,1.261,32.207,1.036,0.7,171023.0,0.2338
24000.0,166.63,1.0474,0.7272,0.1659,0.2389,4.467,11.73,7.311,3330.798,1.325,32.519,0.996,0.7,173132.0,0.2256
24000.0,179.44,1.1279,0.7507,0.1667,0.2505,4.683,12.299,7.347,3492.161,1.389,32.681,0.954,0.71,175381.0,0.2168
24000.0,192.26,1.2085,0.7702,0.1663,0.2609,4.878,12.81,7.328,3637.252,1.447,32.595,0.914,0.71,177768.0,0.2074
24000.0,205.08,1.2891,0.787,0.164,0.2686,5.021,13.187,7.226,3744.364,1.49,32.143,0.875,0.72,180291.0,0.1973
24000.0,217.9,1.3696,0.8024,0.1593,0.2719,5.085,13.353,7.021,3791.513,1.509,31.231,0.84,0.73,182949.0,0.1866
24000.0,230.71,1.4502,0.8171,0.1522,0.2702,5.051,13.266,6.71,3766.87,1.499,29.844,0.808,0.73,185735.0,0.1754
24000.0,243.53,1.5308,0.8314,0.1431,0.2634,4.924,12.933,6.305,3672.167,1.461,28.045,0.779,0.74,188642.0,0.1639
24000.0,256.35,1.6113,0.8449,0.1322,0.2522,4.715,12.384,5.828,3516.315,1.399,25.924,0.752,0.75,191657.0,0.1521
24000.0,269.17,1.6919,0.8569,0.1202,0.2373,4.437,11.651,5.297,3308.369,1.316,23.56,0.726,0.76,194774.0,0.1401
24000.0,281.98,1.7725,0.8669,0.1072,0.2191,4.097,10.759,4.723,3054.996,1.216,21.009,0.701,0.77,197983.0,0.1278
24000.0,294.8,1.853,0.8741,0.0934,0.198,3.702,9.722,4.117,2760.646,1.098,18.311,0.676,0.77,201280.0,0.115
24000.0,307.62,1.9336,0.877,0.079,0.1742,3.257,8.554,3.482,2428.952,0.966,15.49,0.65,0.78,204658.0,0.1017
24000.0,320.44,2.0142,0.8722,0.0641,0.148,2.768,7.268,2.825,2063.802,0.821,12.566,0.621,0.79,208113.0,0.0875
24000.0,333.25,2.0947,0.852,0.0487,0.1198,2.24,5.882,2.147,1670.112,0.665,9.552,0.583,0.8,211640.0,0.0716
24000.0,346.07,2.1753,0.7954,0.0329,0.09,1.683,4.421,1.451,1255.209,0.499,6.454,0.524,0.81,215236.0,0.0529
24000.0,358.89,2.2559,0.6331,0.0167,0.0595,1.112,2.922,0.736,829.564,0.33,3.274,0.402,0.82,218898.0,0.0289
24000.0,371.71,2.3364,0.0037,0.0,0.0292,0.545,1.432,0.002,406.501,0.162,0.009,0.002,0.83,222621.0,0.0
25000.0,0.0,0.0,0.0,0.15,0.1756,3.711,9.356,7.176,2767.401,1.057,31.917,1.176,0.69,163709.0,0.2641
25000.0,13.34,0.0805,0.069,0.1494,0.1743,3.683,9.285,7.145,2746.371,1.049,31.783,1.18,0.69,164124.0,0.2644
25000.0,26.67,0.1609,0.1383,0.1491,0.1735,3.667,9.246,7.132,2734.769,1.045,31.724,1.183,0.7,164654.0,0.2648
25000.0,40.01,0.2414,0.2076,0.1493,0.1736,3.669,9.25,7.138,2735.835,1.045,31.749,1.183,0.7,165313.0,0.265
25000.0,53.34,0.3219,0.2761,0.1498,0.1747,3.691,9.306,7.164,2752.48,1.051,31.864,1.18,0.7,166113.0,0.2648
25000.0,66.68,0.4024,0.343,0.1508,0.1769,3.738,9.423,7.209,2787.092,1.065,32.067,1.173,0.7,167064.0,0.2641
25000.0,80.01,0.4828,0.4073,0.1521,0.1803,3.81,9.607,7.273,2841.443,1.085,32.351,1.161,0.7,168169.0,0.2625
25000.0,93.35,0.5633,0.468,0.1538,0.1851,3.911,9.861,7.353,2916.688,1.114,32.706,1.143,0.71,169434.0,0.2599
25000.0,106.69,0.6438,0.5242,0.1557,0.1912,4.041,10.188,7.446,3013.406,1.151,33.119,1.121,0.71,170857.0,0.2563
25000.0,120.02,0.7242,0.5752,0.1578,0.1987,4.2,10.588,7.548,3131.601,1.196,33.572,1.093,0.71,172439.0,0.2517
25000.0,133.36,0.8047,0.6206,0.1601,0.2075,4.386,11.058,7.654,3270.633,1.249,34.046,1.061,0.72,174178.0,0.2462
25000.0,146.69,0.8852,0.6602,0.1623,0.2176,4.598,11.593,7.76,3428.945,1.31,34.518,1.027,0.72,176071.0,0.2397
25000.0,160.03,0.9657,0.694,0.1643,0.2287,4.832,12.183,7.859,3603.506,1.376,34.956,0.989,0.73,178115.0,0.2324
25000.0,173.36,1.0461,0.7224,0.166,0.2404,5.081,12.809,7.939,3788.647,1.447,35.314,0.95,0.73,180307.0,0.2245
25000.0,186.7,1.1266,0.7459,0.167,0.2522,5.329,13.436,7.985,3974.153,1.518,35.519,0.911,0.74,182643.0,0.2159
25000.0,200.04,1.2071,0.7656,0.1668,0.2629,5.556,14.007,7.974,4143.07,1.583,35.47,0.873,0.74,185123.0,0.2067
25000.0,213.37,1.2875,0.7825,0.1647,0.271,5.728,14.44,7.878,4271.167,1.631,35.041,0.837,0.75,187744.0,0.1968
25000.0,226.71,1.368,0.7982,0.1604,0.2749,5.81,14.648,7.671,4332.712,1.655,34.122,0.803,0.76,190505.0,0.1865
25000.0,240.04,1.4485,0.8134,0.1537,0.2736,5.783,14.579,7.348,4312.244,1.647,32.685,0.773,0.76,193401.0,0.1756
25000.0,253.38,1.529,0.8283,0.1447,0.2672,5.646,14.234,6.921,4210.053,1.608,30.785,0.746,0.77,196422.0,0.1644
25000.0,266.71,1.6094,0.8424,0.1341,0.2561,5.412,13.646,6.411,4036.068,1.542,28.517,0.72,0.78,199558.0,0.1529
25000.0,280.05,1.6899,0.8553,0.1221,0.2412,5.098,12.852,5.838,3801.23,1.452,25.968,0.697,0.79,202800.0,0.1411
25000.0,293.39,1.7704,0.8661,0.1091,0.223,4.712,11.879,5.216,3513.702,1.342,23.203,0.673,0.8,206138.0,0.1289
25000.0,306.72,1.8508,0.874,0.0953,0.2017,4.263,10.748,4.556,3179.02,1.214,20.263,0.65,0.81,209567.0,0.1163
25000.0,320.06,1.9313,0.8772,0.0808,0.1778,3.758,9.473,3.862,2801.985,1.07,17.179,0.625,0.81,213081.0,0.103
25000.0,333.39,2.0118,0.8719,0.0657,0.1515,3.202,8.073,3.141,2387.966,0.912,13.971,0.597,0.82,216674.0,0.0886
25000.0,346.73,2.0923,0.8488,0.0501,0.1234,2.608,6.574,2.394,1944.481,0.743,10.648,0.558,0.83,220343.0,0.0724
25000.0,360.07,2.1727,0.7833,0.0339,0.0941,1.988,5.012,1.622,1482.571,0.566,7.215,0.496,0.84,224083.0,0.053
25000.0,373.4,2.2532,0.6018,0.0172,0.0646,1.364,3.439,0.824,1017.225,0.389,3.667,0.368,0.85,227891.0,0.028
25000.0,386.74,2.3337,0.0036,0.0001,0.036,0.76,1.916,0.003,566.781,0.216,0.012,0.002,0.86,231764.0,0.0
26000.0,0.0,0.0,0.0,0.1501,0.1775,4.219,10.228,7.762,3146.323,1.156,34.524,1.119,0.72,170255.0,0.2613
26000.0,13.86,0.0804,0.0682,0.1494,0.1761,4.187,10.15,7.729,3122.317,1.147,34.376,1.123,0.72,170686.0,0.2616
26000.0,27.72,0.1609,0.1368,0.1491,0.1754,4.169,10.107,7.713,3108.954,1.142,34.309,1.125,0.72,171236.0,0.262
26000.0,41.59,0.2413,0.2052,0.1492,0.1754,4.17,10.11,7.719,3109.904,1.142,34.333,1.126,0.72,171921.0,0.2622
26000.0,55.45,0.3217,0.273,0.1498,0.1765,4.195,10.17,7.746,3128.461,1.149,34.454,1.123,0.73,172753.0,0.262
26000.0,69.31,0.4022,0.3392,0.1507,0.1787,4.247,10.297,7.794,3167.331,1.163,34.67,1.116,0.73,173741.0,0.2612
26000.0,83.17,0.4826,0.4028,0.152,0.1821,4.33,10.496,7.863,3228.531,1.186,34.974,1.105,0.73,174890.0,0.2596
26000.0,97.04,0.563,0.4629,0.1537,0.1869,4.443,10.771,7.949,3313.396,1.217,35.356,1.088,0.73,176203.0,0.2571
26000.0,110.9,0.6435,0.5186,0.1556,0.1931,4.59,11.126,8.049,3422.602,1.257,35.8,1.067,0.74,177682.0,0.2536
26000.0,124.76,0.7239,0.5691,0.1577,0.2006,4.769,11.561,8.158,3556.206,1.306,36.289,1.041,0.74,179326.0,0.2491
26000.0,138.62,0.8043,0.6142,0.16,0.2095,4.98,12.072,8.274,3713.569,1.364,36.803,1.011,0.75,181132.0,0.2437
26000.0,152.49,0.8848,0.6534,0.1622,0.2196,5.221,12.656,8.39,3893.083,1.43,37.317,0.977,0.75,183099.0,0.2373
26000.0,166.35,0.9652,0.687,0.1643,0.2308,5.487,13.301,8.498,4091.53,1.503,37.799,0.942,0.76,185222.0,0.2302
26000.0,180.21,1.0456,0.7152,0.166,0.2427,5.77,13.988,8.588,4302.819,1.58,38.201,0.905,0.76,187499.0,0.2224
26000.0,194.07,1.1261,0.7387,0.1671,0.2548,6.056,14.68,8.645,4515.856,1.659,38.451,0.868,0.77,189926.0,0.214
26000.0,207.94,1.2065,0.7583,0.1671,0.2658,6.319,15.318,8.642,4712.064,1.731,38.441,0.832,0.77,192501.0,0.205
26000.0,221.8,1.2869,0.7753,0.1653,0.2744,6.523,15.813,8.552,4864.392,1.787,38.038,0.797,0.78,195223.0,0.1955
26000.0,235.66,1.3674,0.7911,0.1613,0.2788,6.628,16.069,8.345,4942.862,1.815,37.119,0.766,0.79,198090.0,0.1854
26000.0,249.52,1.4478,0.8067,0.1549,0.278,6.608,16.019,8.012,4927.616,1.81,35.638,0.737,0.79,201098.0,0.175
26000.0,263.39,1.5282,0.8224,0.1462,0.2717,6.46,15.659,7.564,4816.876,1.769,33.643,0.712,0.8,204237.0,0.1642
26000.0,277.25,1.6086,0.8375,0.1357,0.2607,6.198,15.024,7.021,4621.606,1.697,31.231,0.689,0.81,207497.0,0.1531
26000.0,291.11,1.6891,0.8515,0.1239,0.2457,5.84,14.158,6.407,4355.184,1.6,28.498,0.667,0.82,210866.0,0.1416
26000.0,304.97,1.7695,0.8636,0.1109,0.2272,5.401,13.094,5.736,4027.87,1.479,25.514,0.646,0.83,214337.0,0.1297
26000.0,318.84,1.8499,0.8727,0.0971,0.2057,4.891,11.856,5.02,3646.893,1.339,22.328,0.624,0.84,217902.0,0.1173
26000.0,332.7,1.9304,0.8763,0.0825,0.1816,4.318,10.467,4.265,3219.607,1.182,18.97,0.601,0.85,221555.0,0.104
26000.0,346.56,2.0108,0.8692,0.0672,0.1554,3.694,8.955,3.475,2754.666,1.012,15.455,0.572,0.86,225291.0,0.0894
26000.0,360.42,2.0912,0.8402,0.0513,0.1276,3.034,7.354,2.652,2262.086,0.831,11.796,0.532,0.87,229105.0,0.0726
26000.0,374.28,2.1717,0.7609,0.0347,0.0992,2.357,5.715,1.797,1757.923,0.646,7.994,0.464,0.88,232993.0,0.0521
26000.0,388.15,2.2521,0.5566,0.0176,0.0713,1.694,4.106,0.911,1263.125,0.464,4.052,0.327,0.89,236951.0,0.0262
26000.0,402.01,2.3325,0.0009,0.0,0.0452,1.076,2.607,0.001,802.018,0.295,0.004,0.001,0.9,240978.0,0.0
27000.0,0.0,0.0,0.0,0.1501,0.18,4.791,11.184,8.37,3572.579,1.264,37.229,1.063,0.75,176800.0,0.2577
27000.0,14.41,0.0805,0.0673,0.1494,0.1786,4.754,11.098,8.333,3545.324,1.254,37.064,1.066,0.75,177248.0,0.258
27000.0,28.81,0.161,0.1349,0.1491,0.1778,4.734,11.051,8.315,3530.114,1.249,36.987,1.068,0.75,177820.0,0.2583
27000.0,43.22,0.2415,0.2025,0.1492,0.1779,4.735,11.054,8.32,3531.099,1.249,37.008,1.069,0.75,178532.0,0.2584
